gzhung phyi mo'i dbu ma|the Middle Way of the Original Scriptures
gzhung po ti lnga|the main four sutra texts [R]
gzhung rtsa|root-text
gzhung sher phyin|textual perfection of wisdom
gzhung shing|life pillar
gzhung shing|the main practice
gzhung|texts
gzhung tha snyad mkhan|the scholastic sophists
gzhung|the writings of
gzhung thub|dignified
gzhung tshab|ambassador
gzhung tshig|root text
gzhung tshong pa|official traders
gzhur ba|{gzhur ba, gzhur ba, gzhur ba, gzhur} trans. v.; to shear, shave, cut off
gzhu rgyal|gzhu rgyud
gzhu rgyud|bowstring
gzhu rgyud|bow-string
gzhus|imp. of {gzhu ba}
gzhus pa|to hit; {sta res gzhus pa} to hit with an ax
gzhu spyan|"bow eye"
gzi 'bar|glowing / shining brilliance
gzi brjid 'bar ba|the blazing charisma and radiance; majestic brilliance
gzi brjid|brilliance
gzi brjid|brilliance, majestic brilliance, splendor, charisma, glamour; light, confidence, dignity, radiance, full of splendor. blazing with the brilliance [of ...], splendorous, overwhelming presence, splendid; (to be) radiant and resplendent; resplendent radiance
gzi brjid can|dignified
gzi brjid che ba|exceedingly brilliant
gzi brjid che ba|resplendent
gzi brjid chen po|brilliant, illustrious
gzi brjid ldan pa|brilliant
gzi brjid mtshung pa med pa|unparalled splendour
gzi brjid 'od|glorious light, brilliant light
gzi brjid rab 'bar|dazzlingly resplendent
gzi brjid rab 'bar|dazzling resplendence [an image of Varahi]
gzi byin bar|flashing
gzi byin|overwhelming presence; splendor; shining
gzi can|majestic
gzi gdangs zhing lpags|the human skin of luster
gzig|leopard; one of the {gcan gzan che dgu} leopard
gzigs|consider; 1) [(h).]. to see, fathom, gaze, look, watch, regard, understand, observe, perceive, witness, behold. 2) [(h).]. to buy. 3) to study. 4) to care for. 5) witnessing, fathom, care for, look upon
gzigs ltangs|Syn {lta stangs}
gzigs mgo ma|{lha chen} leopard-head, {dbang phyug ma}
gzigs mo|[-- la phebs pa - to come to witness]
gzigs pa lnga|[TRS 57-2] when the Buddha moved down from Tushita
gzigs pa rnam par dag pa|pure vision / insight
gzigs pa sgrib med dag pa'i dpe byad|the minor mark of a pure unobscured gaze
gzigs pa|to buy
gzigs pa|to see, light; {gzigs pa, gzigs pa, gzigs pa, gzigs} trans. v.; to see, perceive; {mthong ba}; see also {gzigs}
gzigs rten stong pa min tsam du|simply to have something to offer to your eyes [I send you a few presents]
gzigs rtog mdzad|looking at
gzigs shig|Look upon!
gzigs skyong byed pa|to give preferential treatment / special consideration to
gzigs snang la|beheld a vision; syn {snang ba la} it seemed to him/her that
gzigs snang|vision, [had a]. vision; a vision
gzigs stangs|gaze, manner / way of looking
gzigs stangs gsum|the three gazes
gzigs su byon pa|went to look upon
gzigs su gsol|glang po 'di la gzigs su gsol - pray come gaze upon this elephant
gzigs su gsol|praying that you look upon, asking to look upon
gzigs tho|almanac, calendar
gzi ldan 'bar ba mtshams kyi rgyud|Majestic Blazing Retreat Tantra. One of the Eighteen Mahayoga tantras
gzim bzhugs|went to bed
gzim chung|apartment
gzi mdangs can|majestic brilliance
gzi mdangs|radiance, majestic brilliance; glamour
gzi mdangs rgyas pa|resplendent
gzim kham|house, home, abode
gzim khang|hermitage
gzim khri|h {nyal khri}, bed
gzim mal|(h) bed
gzim mal pa|chamberlain
gzim pa|to fall asleep
gzim sa|1) bed, 2) bed room, sleeping room / place; {nyal sa}
gzims cha|bedding
gzims|died; ex {mi mngon dbyings su gzims} passed into the realm of the invisible [h died]
gzims gur|tent
gzim shag|abode, living quarters
gzim shag|aristocratic family
gzim shag|house, home, abode
gzims khang|house
gzims khang pa|the chamberlain
gzims mal|bedroom
gzims mal nas bzhengs|got out of bed
gzims pa|{gzims pa, gzims pa, gzims pa, gzims} intr. v
gzims pa|has died out
gzim spos|h. of spos, incense. ? [mss]
gzim spyod|toilet, bathroom
gzims|sleep, went out
gzim zhag|(h) abode
gzing ba|{gzing ba, gzings pa, gzing ba} intr. v
gzings btang|{rgya mtshor gzings btang nas} sailed a ship over the ocean
gzings dang srog|{rgya mtsho'i nang du gzings dang srog zhig nas} in the middle of the ocean, the ship was wrecked by a storm, and the captain died
gzings la zhugs phyin pa|to board a ship going to
gzings la zhugs|{rgya mtshor gzings la zhugs} proceeded to go to sea
gzings pa|bristled
gzings|vessel, ship, float, ferry, to bristle, [comp. {'dzangs pa}; a ship
gzi 'od 'bar ba|blaze with majestic brilliance
gzi 'od 'bar|glowing with resplendent light
gzi 'od 'phro ba|resplendent
gzi 'od|radiance, luster
gzi|onyx; zi-stone. Kind of onyx, has zebra-like designs, two eyes--regular, three eyes--good, nine eyes--best; burnished, a banded onyx commonly used for burnishing. 2) shine, brightness, clearness, splendor
gzir ba|{gzir ba, gzir ba, gzir ba, gzir} trans. v.; to stare [about gaze]; harassed, afflicted, troubled; to be afflicted by, harassed by; to conquest; to overpower; to oppress, afflict
gzi ris|designs drawn with the tip of the burnisher on gold
gzi rten|"burnisher support", an object held beneath the canvas during burnishing
gzir|to be oppressed; tormented, thrusting
gzi ru|a little nail
gzi|Zi stone. Divine agate
gzo ba|to remember, keep in mind, own, acknowledge; {gzo ba, bzo ba, bzo ba, bzo} trans. v
gzob pa lhur len pa|to exercise the utmost prudence
gzob pa|quick, sharp, clever, caution, circumspection; {gzob pa, gzabs pa, gzab pa, gzobs} trans. v
gzobs|imp. of {gzob pa}; imp. of {gzab pa}
gzod|(from the) first; at present; primordial, {gdod ma}, {thog ma}, {gzhi nas}, {snga mo}; now, this moment
gzod ma nas|from the very beginning, original, primordial
gzod|subsequently
gzogs|imp. of {gzags pa}
gzong|chisel, graving-tool, puncheon
gzon|imp. of {gzon pa}
gzon pa|{gzon pa, gzan pa, gzan pa, gzon} trans. v
gzu ba|a lever, bar
gzu bor gnas pa|NTC: to remain unbiased. [mss]
gzu bo|straightforward, genuine, {drang po} right, upright, honest
gzud pa|ft. of {'dzud pa}
gzug|ache, pain
gzug ge ba|hurting, giving pain
gzug pa|to be able to hear, to sustain
gzugs brnyan 'dri ba|a picture someone has made
gzugs brnyan 'dri ba|portrait
gzugs brnyan gsal rdzogs|vivid and complete image
gzugs brnyan gyi rgyu mtshan|grub mtha' log pas btags pa'i bdag tu 'dzin pa lta bu
gzugs brnyan gyi snang ba|a reflected appearance
gzugs brnyan gyi snang ba|{snang la rang bzhin med pas gzugs brnyan gyi snang ba lta bu} as in a reflection, things appear but have no reality of their own
gzugs brnyan|reflection, image, facade, representation, reflected image, manifestation, picture
gzugs brnyan|reflection, representations, mental reflections [ggd]
gzugs brtan|reflection [of an image in a mirror]
gzugs bstan nas|appeared to him
gzugs byad|face and form
gzugs byad|figure and face, image
gzugs byad la legs nyes|beautiful or ugly
gzugs byad legs pa|of lovely beauty, a lovely girl whose beauty [...]
gzugs byad mdzes pa|to be beautiful
gzugs byas|the body of {rgyal po'i gzugs byas} - this person who has the body of a king
gzugs byed mdzes pa|handsome appearance
gzugs bzang ba|a beautiful physical form; one of {mtho ris kyi yon tan bdun} the seven virtues of a high rebirth
gzugs bzang ba|{khro ba spangs te bzod par byas pas gzugs bzang ba} A beautiful form results from being patient and giving up aggression.
gzugs bzang|good body
gzugs can gyi khams bcu|mig sogs dbang po gzugs can lnga'i khams, gzugs sogs yul gzugs can lnga'i khams; the 10 elements having physical form
gzugs can gyi khams lnga|the five elements with physical form
gzugs can gzugs rnams la lta ba rnam par thar pa brgyad|"Having form, he sees form." [Tib. version]. "Without destroying his recognition of internal form, he sees external form"
gzugs can phra mo|a small object
gzugs can skye mched bcu|dbang po lnga dang yul lnga ste gzugs can gyi khams bcu
gzugs can snying po|King Bimbisara
gzugs can snying po|{rgyal po gzugs can snying po} King Bimbisara
gzugs dang ba|clear form, subtle form / matter
gzugs dang longs spyod dar zhing|gaining the finest form and pleasure
gzugs dbyibs|physical appearance
gzugs dwang pa|clear form, subtle form
gzugs 'dzin dbang mngon|sense direct perceiver apprehending a form
gzugs 'dzin rdzas tha dad kyis|of subject object substantial dichotomy
gzugs|form material substances
gzugs gnyis|in context of {gzugs shes pa} and {ldan min 'du byed} 1) {dbyibs kyi gzugs}. 2) {kha dog gi gzugs}
gzugs gzugs brnyan|object and [reflected) image
gzugs khams bcu bdun gnas|the seventeen abodes of the form realms
gzugs khams bcu bdun|the 17 Heavens of the Form Realm divided up into {bsam gtan bzhi} and {gnas gtsang ma'i lha}
gzugs khams bcu drug|the 16 abodes of the Realm of form
gzugs khams bcu drug|the 16 abodes / stages of the Realm of Form
gzugs khams gnas rigs bcu bdun|[TRS 26:4]
gzugs khams gnas rigs bcu drug|Sixteen Abodes of the Realms of Form
gzugs khams gnas ris bcu bdun|seventeen abodes of the Realms of Form
gzugs khams kyi gnas ris bcu bdun|Seventeen abodes of the Realms of Form. The four Dhyana Realms of three each plus the five Pure Abodes. For details, see Mipham Rinpoche's Gateway to Knowledge
gzugs khams kyi gnas ris bzhi|Four domains of the Realm of Form
gzugs khams kyi gnas ris bzhi|Four domains of the Realm of Form. The abodes of beings who have cultivated the meditative states of the 'four dhyanas.'
gzugs khams na lung ma bstan gsum|{rnam smin las skyes pa dang, spyod lam pa dang, sprul pa'i sems gsum bsdus pa de dag go,} four kinds of indeterminates are present in the desire realms: that which is produced from ripening, behavior, arts and crafts, and a mind that creates apparitions.
gzugs khams pa|a being in the Realms of Form
gzugs khams pa|beings in the Form Realms
gzugs khams|Realm of Form; physiology
gzugs khams|Realms of Form. Seventeen samsaric heavenly abodes consisting of the threefold four Dhyana Realms and the five Pure Abodes. A subtle divine state of samsaric existence between the desire realm and the formless realm, where sense of smell, sense of taste and sexual organs are absent. The beings there have bodies of light, long lives and no painful sensations. Unwholesome mental factors such as attachment cannot arise
gzugs khams sa bco brgyad|the 18 stages of the Realm of Form
gzugs khams|the form realms
gzugs kyi 'ching ba|bond of form [attachment to the form realm]
gzugs kyi 'dod chags|attachment to form [the realm of form]
gzugs kyi khams bsam gtan dang po'i gnyis po|of the second absorption
gzugs kyi khams bsam gtan dang po'i gsum po|of the third absorption
gzugs kyi khams bsam gtan dang po|of the first absorption
gzugs kyi khams|Realms of Form. Seventeen samsaric heavenly abodes consisting of the threefold four dhyana realms and the five pure abodes. The beings there have bodies of light, long lives and no painful sensations
gzugs kyi khams|[rupa-dhatu]. 1) {gzugs khams}. 2) visible form element, as one of the eighteen elements; form realms, form-constituent, Heaven of the Form Realm
gzugs kyi phung po|aggregate of forms; aggregate of form; form aggregate, The skandha of form, Form
gzugs kyi phung po bco lnga|the fifteen aspects of the aggregate of forms
gzugs kyi sku|Rupakaya. 'Form body.' A collective term for both sambhogakaya and nirmanakaya
gzugs kyi skye mched|form-sphere [ggd]
gzugs kyi skye mched gnyis|the two types of form ayatanas #
gzugs kyi skye mched|visible form base, form source, sphere of the visible, sense-field of form
gzugs kyi srid pa|becoming of the form [realm]. craving of the from [realm]
gzugs|matter [ggd]
gzugs mchog mnga' tha|with glorious body
gzugs mdzes pa|beauty
gzugs mdzes pa|the most beautiful
gzugs med bzhi|four formless states
gzugs med bzhi|the four formless [realms]
gzugs med du skye ba|being reborn in the formless realms
gzugs med du skyes pa|those born in the formless realms
gzugs med|formless. Syn {gzugs med khams kyi lha} immaterial
gzugs med gzugs la lta ba'i rnam thar|second of {rnam thar brgyad}
gzugs med khams kyi ris bzhi|Four abodes of the Formless Realm
gzugs med khams pa'i gnas bzhi|Four Formless Realms. The activity field infinite as the sky {nam mkha' mtha' yas skye mched} or akashanantyayatana. the activity field of infinite consciousness {rnam shes mtha' yas skye mched} or vijnananantya yatana. the activity field of nothing at all {ci yang med pa}
gzugs med khams sa bzhi|Syn {gzugs med pa'i khams bzhi}
gzugs med khams|the formless realms
gzugs med kyi gnas bzhi|Formless states, four
gzugs med kyi khams bzhi|Four Formless Realms
gzugs med kyi khams bzhi|Four Formless Realms. The four unenlightened meditative states of dwelling on the thoughts: Infinite Space, Infinite Consciousness, Nothing Whatsoever, and Neither Presence Nor Absence (of conception)
gzugs med kyi khams|Formless Realms
gzugs med kyi khams|Formless Realms. The abodes of unenlightened beings who have practiced formless meditative states, dwelling on the notions: Infinite Space, Infinite Consciousness, Nothing Whatsoever, and Neither Presence Nor Absence (of conception). These beings remain in these four subtle types of conceptual meditation for many aeons after which they again return to lower states within samsara
gzugs med kyi khams gsum|the three elements of the formless realm[s]
gzugs med kyi skye mched bzhi|Four spheres of the Formless Realm. See 'Four Formless Realms.'
gzugs med kyi skye mched bzhi|four states of formless spheres
gzugs med kyi skye mched mu bzhi|Four formless spheres of finality
gzugs med kyi snyoms 'jug bzhi|four formless states of serenity. See 'Formless Realms.'
gzugs med kyi sred pa|craving of the formless [realm]
gzugs med kyi srid pa|becoming of the formless [realm]
gzugs med la gnas tha dad med|the formless realms have no separate location
gzugs med nyer 'gro|one kind of {phyir mi 'ong 'bras gnas} def {skye ba phyi mar gzugs med dang po gsum gang rung du skyes nas mthar srid rtse'i rten la mya ngan las 'da' ba'i rigs can no}
gzugs med pa'i khams bzhi|{nam mkha' mtha' yas, rnam shes mtha' yas, ci yang med pa, yod min med min te skye mched mu bzhi'o} The four formless realms are the four perception-spheres of Infinite Space, Infinite Consciousness, Nothing Whatsoever, and Neither Presence Nor Absence [of Perception]
gzugs med pa'i khams bzhi|the four Formless Realms. 1) {nam mkha' mtha' yas}. 2) {rnam shes mtha' yas} 3) {ci yang med pa} 4) {yod min med min}
gzugs med pa'i khams|formless realm [arupadhatu]
gzugs med pa'i sa bzhi|1) {nam mkha' mtha' yas skye mched}. 2) {rnam shes mtha' yas skye ched} 3) {ci yang med pa'i yas skye ched} 4) {'du shes med 'du shes med min}
gzugs med pa'i snyoms 'jug bzhi|Four Formless Absorptions. They correspond respectively to the four activity fields. or four formless realms at the summit of existence in samsara
gzugs med pa'i snyoms par 'jug pa bzhi|four formless absorptions. 1) {nam mkha' mtha' yas skye mched} boundless space. 2) {rnam shes mtha' yas skye mched} boundless consciousness. 3) {ci med pa'i skye mched} nothingness. 4) {'du shes med 'du shes med min skye mched} neither perception nor non-perception
gzugs med pa'i snyoms par 'jug pa|four formless absorptions
gzugs med pas gzugs ston pa|formless beings showing a form
gzugs med 'phags pa|noble beings in the formless realms
gzugs med skye mched mu bshi|four formless realms
gzugs med skye mched mu bzhi|[TRS 27:1]
gzugs mkhan spyi 'gres|to adopt the outer appearance, image
gzugs nas rnam mkhyen gyi bar|from A to Z, from form to omniscience
gzugs nyid|matter
gzugs pa|"planted", made, body; ft. of {'dzugs pa}
gzugs phung|{sha khrag rus pa'i gzugs phung 'dra ba} like a mass of flesh, blood and bones
gzugs phung|Syn {gzugs kyi phung po} 1) {kyi}. 2) {po} form aggregate
gzugs po bkrus pa|to bathe
gzugs po|body
gzugs po gte po|a short person, dwarf
gzugs po 'khrud pa|to bathe, take a bath
gzugs po mtho ba|a tall person
gzugs po thang po|able-bodied
gzugs rdul gyi mtha'|the finality of material atoms / form-particles
gzugs|recollection, recollecting power, retention, substance, appearance, "form". sight objects, metaphor [in poetics]. image, figure, body, [visible / physical] form, form skandha, form-body, rupakaya. one of the {phung po lnga} the five aggregates / skandhas. object for the organ of sight {mig gi yul} statue. [dharani]. long sacred verbal formula. (visual) form; material form, solid forms
gzugs rung|1) {su}. 2) {ba}
gzugs sku|body
gzugs sku 'byung ba|to manifest the body of form
gzugs sku 'byung ba|will manifest the rupakaya
gzugs sku|Form kayas. The sambhogakaya and nirmanakaya that have perceptible form as opposed to the formless dharmakaya
gzugs sku gnyis|two bodies of form; Two Buddha Bodies of Form. The body of perfect rapture {longs spyod rdzogs pa'i sku} or sambhogakaya. and the emanation body {sprul pa'i sku} or nirmanakaya
gzugs sku gnyis|Two rupakayas. Sambhogakaya and nirmanakaya
gzugs sku'i snang ba|the display of rupakaya / form bodies
gzugs sku lhun grub kyi 'od gsal|Spontaneously present luminosity of the rupakayas. The display during the bardo of dharmata
gzugs skur bzhengs|to incarnate, take form
gzugs sku|Rupakaya
gzugs sku|Rupakaya, Form Body, [rupakaya]; the body of form. rupakaya, physical manifestation, form body; rupakaya
gzugs snang 'dzin nus pa'i mig shes|the visual consciousness capable of apprehending perceptions of form
gzugs snang|{gzugs kyi snang ba}; visual form, visual perception
gzugs stobs gzi brji dpa' rtsal dang ldan pa|physically powerful, majestic, strong and agile
gzugs su 'du shes pa|conceiving / discriminating as [being) form
gzugs su nyer 'gro|one kind of phyir mi 'ong 'bras gnas/ Three types: bar dor 'da' ba/ skyes nas 'da' ba/ gong du 'pho ba
gzugs su rung ba|formable, to be liable / able to have form, fit to be form, visible form
gzugs su shar ba|mi yi gzugs su shar ba - reappeared in human form
gzugs su yod pa|to have form
gzugs thang|quarters [of yak meat]
gzugs tshad|body height
gzug|top, form of {'dzugs}, {btsugs}; establish
gzu lum can|CM: 1) brtag dpyad zhib 'jug ma byas par skad cha shod mkhan dang las ka byed mkhan, a person who speaks and acts before (lit., "without") carefully examining a matter, someone who "leaps before looking". 2) rang bzo can. [mss]
gzu lum|MG: 1) pretentious, false. 2) rash, impetuous. II) CM: 1) tshul 'chos, hypocritical/pretentious or hypocrisy. 2) rang bzo, individual/personal creation/fabrication. Å  gzu lum smra ba. Å  sum rtags don gyi brda sprod dang/ 'brel med gzu lum nor ba red. 3) ma brtags pa'i spyod pa, uninvestigated conduct/behavior. [mss]
gzu lums|see {gzu lum} E.g. @R75: 331.4 [mss]
gzung ba|apprehended
gzung ba chos kyi bdag med|the absence of identity in the perceived phenomena
gzung ba 'dzin|objectifying and grasping, the subject-object dichotomy, the Grasper and the Grasped
gzung ba 'dzin pa|mental habit
gzung ba|held, interest, inclination, bias, object, the 'held', perceived, apprehended, grasped, to objectify, objectification; (objective) perception/ grasping; to appreciate; ft. of {'dzin pa}; object, that which is apprehended, [grahya]
gzung ba'i yul|the grasped object, the 'field' where objects are grasped
gzung ba rang bzhin med par rtogs pa|to realize that the perceived is devoid of a self-entity
gzung bar 'os pa|worthy to be heard
gzung ba|to be regarded
gzung bya 'dzin byed|the perceiving subject and the perceived object
gzung bya|object held
gzung don lnga|the five perceived objects
gzung don|the held thing [ggd]
gzung dran|also {bzung dran} - tenacious mindfulness, a tenacious presence of mind
gzung 'dzin chos rnams|all the dharmas of fixation and grasping
gzung 'dzin gnyis stong gi rnam shes|the consciousness devoid of grasper and grasped. Syn {rang rig rang gsal}
gzung 'dzin grangs mnyam pa|Equal Number Perceiver and Perceived; def {dkar dmar la sogs pa'i rdzas tha dad pa'i gzung ba'i rnam pa ji snyed pa 'dzin pa'i shes pa yang rdzas tha dad pa de snyed du grangs mnyam zhing/ snang yang dkar dmar sna tshogs du mar snang la bden yang snang tshogs de rnams rdzas so sor bden pa ltar snang mkhan dbang shes kyang rdzas du ma'i ngo bor bden par 'dod pa yin te/ dbu ma rang 'grel las/ gang dag bde ba la sogs pa ltar sngon po la sogs pa'i rnam pa rnams kyang myong ba'i bdag nyid kho na ste/ shes pa de dag ni mang la de dag kyang rigs mthun pa sha stag ste/ rigs mi mthun pa'i shes pa du ma cig car 'byung ba bzhin du 'byung ngo zhes smra/ /zhes 'byung ba ltar ro} one of the three {sems tsam pa} school
gzung 'dzin grangs mnyam pa'i sems tsam rnam bden pa|Mind Only School of Equal Number Perceiver and Perceived
gzung 'dzin grangs mnyam pa|proponents of an equal number of subject and objects
gzung 'dzin grangs mnyam par smra ba'i mdo sde pa|Sautrantika proponents of held [objects] and holding [subjects] [ggd]
gzung 'dzin grangs mnyam par smra ba|proponent of perceptual duality [ggd]
gzung 'dzin|Grasping and fixation. Refers to the duality of an object perceived and the mind that perceives it
gzung 'dzin gyi rdzas tha dad kyis stong pa nyid|emptiness of subject-object substantial dichotomy
gzung 'dzin gyi rtog tshogs|thoughts of subject and object
gzung 'dzin gyi snang ba|experience of perceiver and perceived
gzung 'dzin|perceiver and perceived, subject object duality; subject and object; graspable object and grasping subject, grasping and fixation, dualistic fixation, the grasper and the grasped, perceiver and the perceived, the apprehendable and the apprehender. Syn {bzung rtog dang 'dzin rtog}. Syn {bdag rnam gnyis}; dualistic perception of/ grasping at object and subject, object-subject dualism
gzung 'dzin|perceiving and perceived; Jamgön Kongtrül: {gzung bya 'dzin byed} the perceiving subject and the perceived object
gzung 'dzin rdzas tha dad|substantial subject-object dichotomy
gzung|object, held, grasped, apprehended
gzung rnam|apprehension aspect
gzung rnam dang 'dzin rnam|the perceiving and perceived aspects
gzung rnam|perceived aspect
gzung rnam|the objective aspect; litt "held aspect"; comp with {'dzin rnam} [ggd]
gzungs brnyan longs sku|Syn {phyed snang sprul sku}
gzungs 'bul lag len|on the design and consecration of sacred images
gzungs byed pa po gsum|three authors of fundamental texts. Nagarjuna, Asanga, Dignaga
gzungs chen grwa lnga|the five types of dharani
gzungs chen sde lnga|the five types of dharani
gzungs 'dus|Collection of Dharanis
gzungs grva lnga|Five Sets of Sacred Incantations. A tantra belonging to Kriya Yoga
gzungs grwa|incantation
gzungs gtsug tor sde lnga|[TRS 80-2]
gzungs kyi dbang phyug rgyal pos zhus pa|Questions of King Dharanishvara
gzungs kyi rgyal zhus pa'i mdo|Sutra Requested by the King of Dharanis
gzungs lnga|{gzungs chen grwa lnga}
gzungs ma|consort; spiritual consort, female [spiritual]. consort. Syn {rig ma} / {phyag rgya ma} / {shes rab ma}
gzungs mdo|also {mdo mang}; a collection of important Tibetan Buddhist texts
gzungs|retention, mantra, mystic formulas, memory, memorization, dharani 'that which holds'. dharani [mantra], recall, a hold, power, strength, memory, retentive mantras. a magic spell
gzungs rgyal|{gzungs kyi dbang phyug rgyal pos zhus pa}
gzungs|Sacred Incantation, Skt. dharani. A particular type of mantra, usually quite long
gzungs shul|a place to stay
gzungs sngags|Dharani mantras, dharani formula
gzungs spobs|1) RJY: retention and ready speech, retention and eloquence, command [i.e. of a subject]. 2) CM: sngar thos pa'i tshig don mi brjod par 'dzin pa ni gzungs dang/ chos kyi tshig don bshad pa la thogs pa med pa ni spobs pa'o. "Holding a word heard previously without expressing its meaning is 'retention;' being unobstructed in explaining the words and meaning of dharma is 'eloquence.'" [mss]
gzungs spobs|retention and eloquence, command [i.e. of a subject]
gzungs spobs|retention and ready speech, retention and eloquence, command [i.e. of a subject]
gzungs spyin ye shes|cloud of spiritual pristine cognition attained through practicing {mthong lam}
gzungs sum brgya drug cu|Three Hundred and Sixty Sacred Incantations. A tantra belonging to Kriya Yoga
gzungs thag|mantra thread
gzungs thob pa|to obtain the imprint of the mental patterning of dharani
gzung yul|apprehended object
gzung yul|held object, as one of the four types of objects; {gzung ba'i yul} an apprehendible object
gzung yul|the held object [ggd]
gzur ba|ft. of {'dzur ba}
gzur bor gnas pa|sensible, impartial, rational, reasonable
gzur gnas blo|sensible, impartial; not fully on any edge but remaining in middle, impartial straight forward mind
gzur gnas|MSS: "impartial" [mss]
gzur thabs byed pa|to decline
ha|a yawn, breath
ha ba ha ba|to breathe out steam
hab|a mouthful
ha be hob be|hurried, quickly, hastily, in a rush
hab sha|a dispute, a quarrel, grab, snatch; grab, snatch
hab thob byed|to contend for, scramble for/ to loot, plunder
ha cang byed pa|to overdo
ha cang che ba|excessive
ha cang che ba|has become too great
ha cang che|too much; x {ha cang sdud che na gnyid rmugs la sogs pa'i skyon kyang 'jug pa yin} too much concentration also makes you sleepy
ha cang thal ba|logical absurdity
ha cang|too; excessively, overmuch, inordinate
ha cang|too, very; excessive; very
ha cang|too; x {ha cang nang du sdud ches pa dang} do not focus too intently
had|blankness; merely
had de ba|1) Syn {mi rtog pa}; totally blank, thoughtless, disengaged, uninvolved; totally blank, thoughtless, free of thoughts, emptied, 2) surprised astonishment, astounded, startling, astounded, startled awareness; blank state; can have both negative and positive connotations
had de sems|absent-minded; syn {dmigs yul med pa}
had had|to exert one's self
had po|1) unconscious, mindless, blank. 2) hasty, sudden, immediate; blank nothingness, dumbstruck, senseless; blankness, see also {had de ba} and {mi rtog pa'i had po}. Had po can refer to a type of meditation in which there is no conceptual process so the meditator thinks that he has "found it" but in which the clarity, the knowing aspect is also missing. This is a very mistaken type of meditation
had po'i blo rtsing|hasty gross mind
had por|blank, staring unmovingly straight. Syn {had re}
had por bltas pa|to stare straight ahead [without blinking]
had po|{shes pa had po} a vacant state of mind; Thrangu Rinpoche: lus song ba, rnam rtog gang yang med pa
ha go ba|to know, understand
ha go 'di go|not knowing [with neg.]
ha ha|male laughter, ha-ha!
ha khog|the body of the letter 'HA'
ha lam|about, near, nearly, pretty, tolerably, rather, almost. Syn {phal cher}, mostly; almost
ha lam|almost
ha la|poison
ha las pa red|he was amazed, astonished
ha las par gyur|was struck by surprise
ha las|surprise, to be startled, get a fright; astonished, frightened, {ha las byung ba} taken aback
ha las yag|amazing
hal ba|to pant, to wheeze, to snort
ha lo|a beautiful flower, flower
ham bshad|MG, 1216: deceit, lies. Hence, a {ra rog phad rog pa} is one who deceives or pretends. [mss]
ham|Hang, letter visualized in tummo practice
ham pa|boasting, bragging; avarice, covetousness, greediness, boasting, bragging
ham pa rgyab pa|to lie, be deceitful
ha na ho ne|very angry
hang ba|to pant, to gasp
hang ge|a gap, flappergasted, moonstruck. 'spaced out'
hang hang byed pa|fake high meditation, moon-struck
hang hang|wide open, blank and oblivious
hang nga ri rgan|Hang-nga Rigen, in Domey
hang nge|clearly awake [thoughtless] Syn {lhang nge} / {hrig ge}
hang sang ba|dazzel
hang sang nge|suspended in empty space, without movement or thought, empty, suspended in the space between the thought that went and the new thought that has not yet come. Syn {stong song nge}
hang sangs|oblivious, 'spaced out', 'mind-blown'. to be startled, get a fright; to be startled, get a fright, oblivious, 'spaced out', 'mind-blown'
hang|to squander, to dissipate; vacant
ha ni|all, all together, in a body
han ne hon ne|a blank and dull stupor
han ne hon ne thom me ba|a vague and hazy stupefaction
han ne hon ne thom me ba|vague and hazy stupefaction
ha ram|to deny, disown, disavow
ha ra|to play at dice
ha ra wol gyi brag phug|Harawol Cave, near Kokonor
ha re|{ha re 'gro dgos} you must go
har gyis|suddenly, abruptly
ha ri hu ri|careless
ha ri ki la|Harikila [city in Zahor]
ha ri ni sa'i sngags|Harinisa mantra. Mantra for the four classes of dakinis
ha ri|parrot, pattern, linear design; pattern, linear design
ha ris|overlapping designs"
ha ri ta ka|vegetables, greens, pot-herbs
ha ri tsan dan la lho phyogs kyi rlung phog pa bzhin|like the southern winds that carry the sweet smell of sandalwood
ha ri tsan dan ltar bsil ba 'dug|he was as cool as the finest sandalwood
ha ri tsan dan|sandal-wood
har langs|suddenly got up, suddenly stood up
har po|abruptly, suddenly, instantaneously. Syn {lam sang}
har sang rgya yan|a state that was clear, vast and open
har sang rgya yan|translucent and wakeful openness [free from all conceptual thought and points of reference without being unconscious, like pure space]. Syn {zang thal khyab gdal} / {kha yan}
har sangs|sudden revelation
har sang|suddenly/ wakeful
har sangs|unrestricted/ unconfined/ unrestrained/ unfettered [=rgya yan]; isc. wide-open clarity
har|suddenly
ha ru dkar po|White Haru
har zang|Syn {zang thal, 'gags pa med pa}
ha sang nge ba rgya yan|a state of realization, like space, without hope or fear
ha shang|Chan teacher, Taoists. A Chinese Buddhist priest, doctor, scholar
ha shang gi lta ba|Hashang View
ha shang gi lta ba|Hashang View. A view propagated in Tibet by Chinese Buddhist masters. When used in a negative sense it means to simply pursue a meditative state devoid of conceptual thinking, believing that to be the ultimate. It is criticized as lacking the clarity of discriminating knowledge
has po ri|Hepori. A big hill at Samye. One of four sacred mountains in Central Tibet
has po ri|Hepori, at Samye
has po ri|Hepori hill, at Samye
has po ri|Mount Hepori
ha sti|an elephant; glang po che
ha thal ches pa|intensely; to be utterly overwhelmed
ha tho|Hato, in Domey
ha yang|aluminum
ha yang|aluminum, pot, pan; aluminum
ha yang khog ltir|aluminum pot
he bag|provocation, taunts, sarcasms
